Country,Code,Year,Other sources (tonnes),Waste (tonnes),Industry (tonnes),Residential & commercial (tonnes),Transport (tonnes),Agriculture (tonnes),Forestry (tonnes),Land use sources (tonnes),Energy (tonnes)
Canada,CA,2004,3736982.7,31959551,51719701.6,102935670.5,158951285.1,57304829.4,199466666.7,141899463.6,330801816
Canada,CA,2005,3009459.2,32550572.6,54023143.3,101822615,161461135,58869231.1,199466666.7,145492163.2,332548568.2
Canada,CA,2006,2597110.3,33492424.3,56253906.9,96682073.5,161303097.4,55610260.5,105600000,154710194.5,318335828.2
Canada,CA,2007,2720368.4,33872472.3,57522368.7,102011195.2,167520786.2,58899132.2,105600000,136467860.5,344013112.9
Canada,CA,2008,2540933.9,34588696.3,57894737.5,102172078.4,163159411.1,57457351.4,105600000,146106770.9,319274938.5
Canada,CA,2009,2366875.1,34449038.2,53355693.8,94192792.8,169862349.7,55642631.2,105600000,97433768.2,302316336.2
Canada,CA,2010,2676746.1,35183846.5,58612685.7,90042455.6,174913457.8,56377333.1,105600000,176043997.5,309588708.4
Congo,CG,1990,279678.6,343116.6,55591.7,173098.5,558242.9,1052045.1,9533333.3,13847001,3338632
Congo,CG,1991,203822.8,355991.6,60615.5,178602.8,537284.5,1055503,9533333.3,13847024,3363261.9
Congo,CG,1992,410165.4,369287.3,70689.8,191514.8,514403.4,1056156.7,9533333.3,13847047.2,3401004.8
Congo,CG,1993,158863.2,379679.6,56780.3,190205.4,515400.7,1059437.9,9533333.3,13847070.3,3451669
Congo,CG,1994,213066.7,390135.2,66025.6,180532.2,429262.6,1060766,9533333.3,13847093.5,3425950.9
Congo,CG,1995,223170.2,400559.6,59187.8,198455.5,387343.9,1062837.1,9533333.3,13847116.7,4099499.4
Congo,CG,1996,168316.7,413221.2,36386.5,194420.2,389546.2,916730.2,9533333.3,13064896.8,5146429.9
Congo,CG,1997,152394.8,427043.5,13897.5,173774,296722.9,974871.9,9533333.3,13237350.1,5527286
Congo,CG,1998,159774.9,443929.6,14522.6,170035.7,336012.1,1016900.6,9533333.3,12998665.2,6491787.3
Congo,CG,1999,117889.9,459655.7,15116.5,172627.6,314579.4,1025582.7,9533333.3,13121699.9,6619959.3
Congo,CG,2000,202204.3,475824.6,25766.5,199325.6,497054.2,861190.6,9533333.3,12552763.7,7458425.8
Congo,CG,2001,304684.7,494538.7,17969.9,203371.9,655581.3,629611.5,9533333.3,12470775.9,7109201.8
Congo,CG,2002,123402.4,513256.6,18919.7,206111.3,508212.3,837018.5,9533333.3,11167296.6,5102563.9
Congo,CG,2003,162914.6,532704.7,19810.3,216284.1,668054.2,1155693.7,9533333.3,12412029.4,5453686.9
Congo,CG,2004,202247.7,550856.4,19707.6,174664.4,822554.9,1055746.8,9533333.3,14069247,5901786.9
Congo,CG,2005,215741.2,569804.1,63026.6,210795.7,821475.9,1272543.6,9533333.3,14341707.6,7001419.9
Congo,CG,2006,85744.7,589954.6,63395.8,222052.8,975449.5,1387662.9,7333333.3,13913624.9,7590168
Congo,CG,2007,323716.2,611221,63828.5,231223.5,1057713.1,1218653.1,7333333.3,12379808.3,6584272.8
Congo,CG,2008,127855.6,633194.1,68561.2,247254.6,1091003,1231854.5,7333333.3,13272657.1,6537556
Congo,CG,2009,119215.5,655750.5,69076,270332.2,1186146,1324582.3,7333333.3,11763260.1,7382431.6
Congo,CG,2010,141144.1,679253.6,26690.8,284798.9,1355146,1372880.1,7333333.3,12561938.6,6378261.4
Switzerland,CH,1990,250572.1,1195349.8,4336989.8,19496644.6,14746950.4,6220934.6,-2200000,281072,8704433.8
Switzerland,CH,1991,244526.6,1214659.5,3892181.8,20911276.7,15194180.6,6153995.8,-2200000,281072,9083170.7
Switzerland,CH,1992,238574.6,1225917.8,3599698.1,20587299.2,15541702.3,6042880.3,-2200000,281072,9446364.7
Switzerland,CH,1993,210427.3,1233904.4,3257595.7,20038311.7,14498973.5,5948534,-2200000,281072,8783260.4
Switzerland,CH,1994,210996.4,1240625,3383227.5,18213966.8,14861719.9,5973536,-2200000,281072,9198003.1
Switzerland,CH,1995,195811,1254618.4,3208526,19257632.7,14612168.6,5957286.1,-2200000,281072,9375391.1
Switzerland,CH,1996,187840.8,1230635.6,3005802.8,20084102.5,14624014,5953161.3,-2200000,281069.5,9508794.4
Switzerland,CH,1997,183265,1226126.2,2892689.4,18495804.4,15102070.6,5663604,-2200000,281060.8,9466458.8
Switzerland,CH,1998,179780.3,1219397.1,3063894.8,19941882.5,15239070.6,5609051.2,-2200000,281074.9,9740119
Switzerland,CH,1999,171096.4,1194766.2,3204512.1,19125531.3,15221301.6,5487464.5,-2200000,281066.5,10548867.5
Switzerland,CH,2000,177286.7,1222069.1,3519807.3,16795375,16828607.5,5419715.3,-2200000,281035.8,9737771.8
Switzerland,CH,2001,171494.3,1196183.3,3714611.8,17605246.6,16474129.4,5523383.9,-1833333.3,281035.8,10145370.1
Switzerland,CH,2002,161235.9,1179659.1,3869398.6,17004312.4,16443182,5392578.7,-1833333.3,281035.8,9616065.7
Switzerland,CH,2003,159941.1,1126383.4,3909187.1,18239868.3,16579839.9,5301169.4,-1833333.3,281596.5,9885466.3
Switzerland,CH,2004,155128.2,1084347,4166419.7,18578430,16427950.6,5362520.3,-1833333.3,281035.8,10157091.1
Switzerland,CH,2005,151796.5,1040461,4381549.5,18930757.6,16491864.2,5358164,-1833333.3,281035.8,10139353.3
Switzerland,CH,2006,149823.7,1006224.8,4660327.9,18253280.3,16571127.6,5384199.3,-3666666.7,281035.8,10466025.3
Switzerland,CH,2007,145761.1,971728.7,4811138.5,16598572.5,16935129,5367127.4,-3666666.7,281035.8,10028936.8
Switzerland,CH,2008,147453.4,941367,5006933.8,17517155.5,18144208,5299915.9,-3666666.7,281035.8,10253362.8
Switzerland,CH,2009,141237.8,889494.6,5034831.7,17160739.8,17928625.6,5248946,-3666666.7,281035.8,9485266.5
Switzerland,CH,2010,143942.3,975439.3,5321859.5,18591306.3,17855754.1,5234846.1,-3666666.7,281035.8,9691601.6
Chile,CL,1990,305170.6,3156894.6,2813424.8,3963233.9,9447313.2,9330160,-12760000,277440.6,23726796.4
Chile,CL,1991,301222.4,3297349.7,2771564.7,4463278.7,10145124.4,9367796.8,-12760000,277440.6,20661072.8
Chile,CL,1992,311370.3,3640186,3200216.4,4991213,10857672.8,9676953.6,-12760000,277440.6,20730768
Chile,CL,1993,318694.8,4452912.5,3366414.4,5094793.5,11888215.2,10067168.1,-12760000,277440.6,21171741.7
Chile,CL,1994,327120,4756932.9,3329808.5,5357669,13108111,10522421,-12760000,277440.6,23482283.2
Chile,CL,1995,349537.9,4929479.9,3332189.9,5294998.1,14307316.2,10815705,-12760000,277440.6,25602053.6
Chile,CL,1996,389833.2,5241995.8,3504357.5,5461593.4,15596012.6,11053730.2,-12760000,256446.7,30575011.8
Chile,CL,1997,426234,5283068.8,4112772.5,5667682.4,16603429.6,11351209.3,-12760000,373738.6,36976047.9
Chile,CL,1998,429803.1,5305755.6,4140455.5,5128423.6,17517228,11403827.4,-12760000,316932.6,41334077.3
Chile,CL,1999,488365,5697666.2,4379741.5,5402152.9,17818362.6,11496495.2,-12760000,337934.8,46884528.4
Chile,CL,2000,499648.9,5872088.1,5010987.5,5648467.3,20071620,11522484.5,-12760000,224317.9,38670524.6
Chile,CL,2001,476311.6,6161100.3,5111020.4,5639710.9,19370020.5,11501890.4,-7186666.7,156128.7,37380520.7
Chile,CL,2002,490142.1,6331413.6,4575277.5,5564364,19872500.9,11560493.2,-7186666.7,241623.2,39074824.7
Chile,CL,2003,523172.4,6426202.5,4784606.8,5188843.4,20220488.9,11330587.3,-7186666.7,232700.8,41382214.6
Chile,CL,2004,580808.6,6609889.5,5120269,6056503.7,21132592.2,12043332.6,-7186666.7,209209.3,45517994.4
Chile,CL,2005,610964,6625226.5,5420064.6,5384678.7,22999869.3,11771177.8,-7186666.7,297272.5,45100589.6
Chile,CL,2006,633714.8,6731789,5631959,5421601.6,23578818.6,11693109.1,-7626666.7,8226600.3,45878288.3
Chile,CL,2007,775753.7,6062536.4,6443034.6,5681488.2,25056658.9,11695075.1,-7626666.7,8428890.4,51592042.2
Chile,CL,2008,729929,5822967.5,6897058.7,5705504.5,21982726.1,12282462.5,-7626666.7,8317629.4,52216288.2
Chile,CL,2009,700492.5,5850810.6,6162676.7,5981475.9,21039139.3,12079440,-7626666.7,8339665.8,48167493
Chile,CL,2010,714266.3,5822901.6,6673810,6224851.9,21524014.5,12015216.1,-7626666.7,8280230.1,51342870.3
Cameroon,CM,1990,759162.1,1702104.5,2152321.3,1394051.8,1758269.3,10308771,109633333.3,112741015.4,6650520.5
Cameroon,CM,1991,505247.9,1761451.2,2130318.6,1414308,1571874.4,10222546.5,109633333.3,112737218.3,6603770.5
Cameroon,CM,1992,651477.4,1828650.9,2095414,1287663.9,1571402.1,10253295.7,109633333.3,112733351.8,6582909.6
Cameroon,CM,1993,573599.2,1880524.6,2147187.1,1333032.6,1691213.9,10250481.6,109633333.3,112729414,7083655.5
Cameroon,CM,1994,560471.7,1941870.3,2087999.8,1434678,1764188.3,10300549,109633333.3,112725403.1,3806515.6
Cameroon,CM,1995,667123.1,2000715.8,1904037.5,1391068.9,1712069.2,10271365.2,109633333.3,112721316.8,3998000.7
Cameroon,CM,1996,641696.9,2062456.1,1887412.7,1368042,1735345.9,10149918.5,109633333.3,112642075.7,4347666.8
Cameroon,CM,1997,656710.2,2132787.6,1959871.3,1404323.4,1825177.2,10499884,109633333.3,112575930.6,4137336.5
Cameroon,CM,1998,460662.5,2206119.8,2010043.5,1467948,1880383.8,11506323.4,109633333.3,114617363.4,4208100.6
Cameroon,CM,1999,456145.2,2281819,2087945.8,1409467.6,1642426.8,11663841.9,109633333.3,113729332.2,4163903.5
Cameroon,CM,2000,676859.3,2359663.9,2033908.4,1574227.8,1860000,13068458.9,109633333.3,113473383.5,4166150
Cameroon,CM,2001,772676,2433952.6,1994438.5,1477175.5,1860000,12747746.3,109266666.7,111251132.5,4169371.9
Cameroon,CM,2002,473644.5,2503196.2,1850148.4,1419582.7,2070000,12339847.9,109266666.7,111524746.8,3887188.2
Cameroon,CM,2003,448945,2575932.3,1935060.1,1471064,2100000,13312563.6,109266666.7,112592322.8,3868020.5
Cameroon,CM,2004,489321.8,2649029,2039310.5,1443179.9,2170000,12073677.2,109266666.7,111556536.9,3624503.5
Cameroon,CM,2005,463691.8,2722058.8,2067336.6,1399534.1,2110000,13449440.4,109266666.7,113258154.9,3619690.8
Cameroon,CM,2006,693821.1,2795014.9,2068110.4,1316895,1876324.6,12699566.3,108533333.3,113054824.9,3883701.2
Cameroon,CM,2007,1700382.8,2678145.7,2074583.3,1316324.8,2120515.9,12440762.3,108533333.3,113061879.4,4117450.2
Cameroon,CM,2008,1187427.6,2593285.6,2106307.6,1300431.8,1816549.2,11415777.5,108533333.3,112520725.7,4410052.3
Cameroon,CM,2009,966835.1,2533967.8,2043950.1,1333926.9,2087974.2,11315204.4,108533333.3,113457875.3,4467882.7
Cameroon,CM,2010,877961.8,2355189.7,2119994.4,1336126.5,2225140.4,10190304.2,108533333.3,112478971.4,4581215
China,CN,1990,45479644.5,155934009.4,285195433.9,616933642.5,143590845.5,551463152.9,-323620000,2650254.8,1937792041
China,CN,1991,46103949.7,160033543.3,305734119.7,615965619,155750233.9,555362954.4,-323620000,2650254.8,2060897615
China,CN,1992,47493972.6,164124770.6,342336640.9,578138255.6,167344577.8,558507681.5,-323620000,2650254.8,2188342494
China,CN,1993,48537620.3,168900564.8,378140529,591039830.2,187480350,540323255,-323620000,2650254.8,2381236337
China,CN,1994,48799893.5,173600388.5,414534433.9,568949615.5,179210816.4,557364767.7,-323620000,2650254.8,2565498387
China,CN,1995,50517792,178536905,489117459.1,597360174.5,191324122,602574529.6,-323620000,2650254.8,2821417960
China,CN,1996,50691726.4,183387597.8,425139107.5,610673085.1,198068373.9,625283076.7,-323620000,2807860.9,2990461539
China,CN,1997,50841308.2,187874816.1,442859507.2,548535966,218052588.9,611072993.2,-323620000,2695916.5,2988076704
China,CN,1998,52001614.4,193464498.1,446771884.9,479622199.6,242607796.9,611281048,-323620000,2977435.6,3090760317
China,CN,1999,51640125.8,199981965.6,478926516.6,485456253.5,260305218,625738425,-323620000,2774298.2,2963370262
China,CN,2000,51641844.7,204969440.5,494390032.5,475423591.9,269790845.4,613044208.5,-323620000,3027065.9,2959060441
China,CN,2001,51614934.8,210376966.2,524757483.8,479537836,272547518.6,619850855.8,-341073333.3,2858767.4,3003770377
China,CN,2002,52788610.5,215454791.4,564748832,487804588.6,283844437.1,616277263.9,-341073333.3,1695477.8,3249825218
China,CN,2003,55733477.4,220784974.9,639551269.7,509161786.8,315909469,616903791.2,-341073333.3,5575418,3811573139
China,CN,2004,58691737.5,226414015.4,712041695.2,547868569.5,350174124.8,644938223.4,-341073333.3,2449697.1,4537887622
China,CN,2005,60306805,231081644.9,777919130.5,576182039.1,382694539,661022328.1,-341073333.3,1733284.4,5052703724
China,CN,2006,62522560.9,236733727.7,875914631.3,585628374.6,417383682.3,674802099.5,-397393333.3,2282536.2,5612604293
China,CN,2007,64369114.3,243147547,959750374.9,590304639.6,457296190.8,682468843.3,-397393333.3,2252148,6032021479
China,CN,2008,67875602.6,247934724.2,991543353,625141556.2,456753308.5,690163870.6,-397393333.3,4239817,6794722117
China,CN,2009,70236501.5,253657954.5,1117791183,637947545.7,475335358,699001828.6,-397393333.3,2953841,7139932060
China,CN,2010,72072464.9,260282076.5,1234587342,671106399.2,520587143.2,709958644.6,-397393333.3,1941205.5,7492561696
Colombia,CO,1990,659584.3,5048428.4,5988602.8,6668514.5,16346653.1,51797576.1,144980092.9,149593623.2,30381888.9
Colombia,CO,1991,646872.1,5185185.7,5986695.9,6588548.9,17093752.1,51401495,144980092.9,149593623.2,31261011
Colombia,CO,1992,690343.8,5330996.8,6007782.7,6508036.6,18027524.8,51829944.7,144980092.9,149593623.2,32596520.9
Colombia,CO,1993,745877.1,5500146.6,6601393,7004662.5,18288201,52678992.6,144980092.9,149593623.2,34610427.8
Colombia,CO,1994,578689.1,5632579.3,7074205.2,9055817.3,17042756.5,53510744.6,144980092.9,149593623.2,33668033.5
Colombia,CO,1995,659141.2,5796670.8,7254356.8,6709825.3,20357147.3,53458070.6,144980092.9,149593623.2,36090045.5
Colombia,CO,1996,689718.3,5869186.9,6856535.5,7351385.3,20890733.5,54345526.1,144980092.9,149466750.8,36859246.4
Colombia,CO,1997,711769.6,6048033.9,6443249.4,6979271.1,21905617.2,53780405.4,144980092.9,149792421.1,41029535.8
Colombia,CO,1998,638811.8,6178252.7,6581120.4,7283180.9,21432487.4,54340282.6,144980092.9,149814497.6,43200667.5
Colombia,CO,1999,530668.3,6316218.4,6136826.9,7154791.2,19112466.7,52147271.1,144980092.9,149598903.7,38786457.1
Colombia,CO,2000,689500.8,6438476.5,6433363.6,7193292.3,18575111.7,52944914.8,144980092.9,149933111.7,41361613.1
Colombia,CO,2001,593379.5,6583101.1,5206492.8,6659657.2,19499897.8,53267299.1,166591333.3,186059906.4,41063870.7
Colombia,CO,2002,596517.4,6684706.1,4656374.6,7233466.6,19804047.1,53562294.5,166591333.3,185856520.7,41095197.9
Colombia,CO,2003,568270.6,6792100.2,5762148.4,7370681.1,17767571.2,54556150.9,166591333.3,186307487.6,38894163.2
Colombia,CO,2004,630448.5,6919324.9,5596745.8,6652006.1,20312583.9,54504727,166591333.3,185991183.6,37206088.2
Colombia,CO,2005,545108.6,7033668.6,6511005.6,6767756.4,19934677.7,55825620.3,166591333.3,185927049.6,38445148
Colombia,CO,2006,654105.6,7168969.6,6567149.5,7640241.6,20804168.3,56287008.8,159778666.7,177322549.6,37029236.3
Colombia,CO,2007,756713.8,7311136.9,6947122,7656877.3,21277996.9,57818944.5,159778666.7,177693524.4,37855961.2
Colombia,CO,2008,829344.4,7465451.5,6514527.2,7576531.2,24330014.9,57411862.4,159778666.7,177462007.3,41348273.4
Colombia,CO,2009,1177988.6,7575627.2,6062946.7,7441273.7,22820220.4,57894105.7,159778666.7,177564057.2,48888026.7
Colombia,CO,2010,1820942.1,7089395.6,6610164.3,7120911.4,23727825.5,58866042.1,159778666.7,177620308,48929698.1
Costa Rica,CR,1990,60468.3,436611.1,294595.9,311286.5,1590356.7,4436930.3,6086666.7,6391996.4,954367.7
Costa Rica,CR,1991,67463.9,447218.1,377649,377611.1,1650101.3,4449156.9,6086666.7,6393367.1,976085.7
Costa Rica,CR,1992,136751.7,459126.9,385531.5,417081.8,2434058.4,4405609.6,6086666.7,6394758,1274927.8
Costa Rica,CR,1993,137522.5,473553.2,461003.4,357214.3,2506422.6,4367081.1,6086666.7,6396169.6,1116839.6
Costa Rica,CR,1994,147701,490002.4,492102.5,379500,2639224.2,4062216.8,6086666.7,6397602.4,1613493.4
Costa Rica,CR,1995,143773,507461.8,506053.5,409173,2637929.7,3654075.5,6086666.7,6399056.9,1615946
Costa Rica,CR,1996,135584.9,519107.1,454019.6,484666.5,2653748.6,3686690.9,6086666.7,6398531.6,1276762
Costa Rica,CR,1997,127952,534563.9,517338.5,487164.1,2719805.2,3680598.5,6086666.7,6400205.1,1119334.4
Costa Rica,CR,1998,137619.1,550058.4,564048.4,517665.6,3011437.1,3734652,6086666.7,6432114,1308834.6
Costa Rica,CR,1999,127280,567988,566735.7,623955.7,3134736,3418789.3,6086666.7,6421396.5,1135391.8
Costa Rica,CR,2000,116191.2,583795.5,605234.4,712696.5,3030538.9,3233984.7,6086666.7,6420190.4,1134942.8
Costa Rica,CR,2001,119464.3,601182.2,569362,763390.1,3225699.2,3025061.7,-7700000,281841.8,1171494.1
Costa Rica,CR,2002,125207.7,615525,571143.8,714725.7,3569218.3,2812275.3,-7700000,113906.4,1141003.5
Costa Rica,CR,2003,124884.4,628853.9,560650.8,709694.6,3632250.4,2897569.4,-7700000,80604,1347416.5
Costa Rica,CR,2004,129011.4,644176.4,707036.4,463017.8,3959538.9,2765786.6,-7700000,160655.2,1383355.6
Costa Rica,CR,2005,123686.2,503403.9,666813.6,394334.4,4087992.6,3053257.1,-7700000,72026.6,1310420.4
Costa Rica,CR,2006,123082.8,520224,686586.5,522107,4033856.8,2881351.3,-7700000,107070.8,1816434.1
Costa Rica,CR,2007,131513,538547.2,696720,535914.5,4345785.2,3068297.9,-7700000,99624.4,2159165.2
Costa Rica,CR,2008,123800.6,557904.6,685519.1,537958.8,4083165.5,3220310.8,-7700000,72819.2,2126008.2
Costa Rica,CR,2009,114752,577138.5,692588.1,527526.5,4133165.5,3293878.6,-7700000,143260.5,1750697.5
Costa Rica,CR,2010,122495.2,569134.6,749038.9,505706.6,4258710.2,3296303.3,-7700000,71346.8,1918610.2
Cuba,CU,1990,667908.3,2691366.2,3101757.1,6808626.9,4435802,12698058.2,-34796666.7,236826.2,19123663.2
Cuba,CU,1991,594876.9,2687023.8,2136543.6,5771456.6,3100137.3,12353476.1,-34796666.7,242025.2,16347273.8
Cuba,CU,1992,477732.2,2692039.5,1713515.6,4607058.9,2150434.7,12249262.4,-34796666.7,247037.1,15352472.7
Cuba,CU,1993,406508.7,2591104.5,1663530.8,3621736.6,1700677.3,11084337.7,-34796666.7,251871.9,15767130.5
Cuba,CU,1994,394184.3,2578299.5,1614429.4,3625563.9,1637430.2,11310235.5,-34796666.7,256538.8,17569437.8
Cuba,CU,1995,394415.5,2546897.1,1866235.4,3550700.5,1776157.9,10953179.9,-34796666.7,261046.3,18979929.9
Cuba,CU,1996,426352.7,2590280.3,1983634.3,3976011.3,1897275.2,11326879.9,-34796666.7,260022,19418356.6
Cuba,CU,1997,444869.6,2593685.4,1981855.3,3930152.9,2196962.6,11329629.6,-34796666.7,256225.7,20864853.8
Cuba,CU,1998,409157.4,2572750.8,1917057.2,3543478.7,2102086.5,11126169.4,-34796666.7,303295,21658252.9
Cuba,CU,1999,416373.4,2619058,1930572.5,3664215.3,2023701.1,10536608.5,-34796666.7,316993.5,21017109.3
Cuba,CU,2000,412753.8,2637915.1,1835109.6,3876381.9,1930000,10389610,-34796666.7,340338.4,21620861.8
Cuba,CU,2001,393131.5,2650651.1,1657507.1,3510535.6,1900000,10334214.3,-32706666.7,26223,21457546.2
Cuba,CU,2002,477384.5,2670776.9,1679897.2,3882353,3255981.1,10078718.9,-32706666.7,21244.8,23826755.4
Cuba,CU,2003,368710.5,2659715.1,1729441.6,3871930.2,1980000,9975843.7,-32706666.7,11832.4,24883362.2
Cuba,CU,2004,364405.1,2663100,1609409.3,3991810.6,969000,9627926.2,-32706666.7,49959,23945442.6
Cuba,CU,2005,298739.2,2673753.9,1645116.1,3991717.2,905000,8927200.2,-32706666.7,114826.3,22741284.5
Cuba,CU,2006,262691.7,2680419,1988426,4230898.9,819000,9303424.7,37693333.3,66104.9,21971610.1
Cuba,CU,2007,273564.2,2699762.5,2061669,4405510.1,844000,9405275.3,37693333.3,35440.4,22142516.3
Cuba,CU,2008,318761.9,2732320.1,2037101.2,4159506.1,917000,9643270.7,37693333.3,11834.8,27352652
Cuba,CU,2009,407659.2,2761051.5,1665913.8,3185256.8,666000,9986588.1,37693333.3,108399.3,38226466.5
Cuba,CU,2010,393432.8,2672256,1715527.8,3076006.8,658000,9913670.3,37693333.3,26303.6,36640922.8
Cyprus,CY,1990,24107.1,217787.7,526247,187551,1177988.6,368523.5,-66366.7,17.8,2574434.2
Cyprus,CY,1991,26847.8,225066,529756.5,187551,1176378.7,367152.2,-66366.7,17.8,3135678.1
Cyprus,CY,1992,29580.1,233900.6,532228.9,221228.2,1324877.2,405754.7,-66366.7,17.8,3267608.1
Cyprus,CY,1993,30161.6,241785.6,519748.3,207606,1344095.7,411519.2,-66366.7,17.8,3452265.5
Cyprus,CY,1994,31963,250407.6,509881.9,207978.2,1397521.5,423807.5,-66366.7,17.8,3815013.2
Cyprus,CY,1995,30829.5,259898,499488.5,210834.2,1483784.8,413514.4,-66366.7,17.8,3642513.4
Cyprus,CY,1996,32051.1,268296.5,500004.2,214625.7,1532811,430740.2,-66366.7,0,3896641
Cyprus,CY,1997,32439.5,277215.5,468569.1,222565.9,1600055.8,416596.7,-66366.7,338,3932508.8
Cyprus,CY,1998,34341.3,286499,600088,220538.4,1679709.6,427967.7,-66366.7,0,4003859.2
Cyprus,CY,1999,34494.2,296376,594205.6,211972.1,1721536.4,430232.5,-66366.7,0,4239744.1
Cyprus,CY,2000,35062.5,305949.8,706089.7,231234,1740000,407169.6,-66366.7,0,4403318.8
Cyprus,CY,2001,34348.2,315933.4,713546,231234,1800000,416629.3,-113666.7,7416,4225446.6
Cyprus,CY,2002,34509,326129.9,760863.5,255596.1,1780000,453025.3,-113666.7,7489.3,4388045.2
Cyprus,CY,2003,38526,335521.4,856563.6,268624.5,1890000,487359.6,-113666.7,7562.4,4949879
Cyprus,CY,2004,36069.3,345410,899136.8,241973.7,1660000,454263.5,-113666.7,7635.3,5044451.4
Cyprus,CY,2005,36367,355494.8,966174.5,549802.2,2010000,436540,-113666.7,7707.9,4516134.2
Cyprus,CY,2006,34849.5,366120,982883.5,457718.6,1850000,402614.2,-387933.3,12252.6,4615573.6
Cyprus,CY,2007,35838,377248.2,1036562.3,429452.1,1960000,410626.8,-387933.3,12701.6,4801232.5
Cyprus,CY,2008,35481.1,388851.8,1057208.7,378378.8,1940000,391740.5,-387933.3,13150.6,4951042.8
Cyprus,CY,2009,35019,400829,1090878.6,410806.7,1940000,402037.6,-387933.3,13599.6,4810740
Cyprus,CY,2010,33941.7,413322.8,1197559,346625.7,1980000,424427.6,-387933.3,14048.7,4580483.6
Czech Republic,CZ,1993,630227.7,2822760.2,6329325.2,23177327.1,8108900.9,8626514.3,-12739971.4,190712.6,105862214
Czech Republic,CZ,1994,641682.3,3058030.4,7035390.9,21378238.7,8701822.8,7987282.2,-12734784.4,190712.6,99291763.9
Czech Republic,CZ,1995,584078,3012490,7223197.1,20854374.9,7390129,7612426.9,-12729602,190712.6,101104276.6
Czech Republic,CZ,1996,622413.4,3048984.5,7447511.6,18082143.4,10268819.1,7731249.2,-12724424.4,190750.5,104961595.1
Czech Republic,CZ,1997,578995.3,2959481,7372303.3,17684152.8,10585124.1,7192965,-12719251.5,190729.6,100354769.5
Czech Republic,CZ,1998,535696.8,3039495.3,7458948.4,16436279.2,10879744.9,6790108.2,-12714083.3,190755.3,99627817.4
Czech Republic,CZ,1999,516811.7,3088540.3,7247993.5,15548117.2,13342824.4,6637165.3,-12708919.8,190783.8,93928877.4
Czech Republic,CZ,2000,559567.1,3142431.6,7532173.3,19466379.5,13470954.8,6641732.1,-12703761,190424,109149325.1
Czech Republic,CZ,2001,528841.8,3245225.5,7364005.2,18096214.7,14391071.1,6969624.3,-12466666.7,190244.1,105720035.7
Czech Republic,CZ,2002,520753.2,3285132,6987428.8,16497162.9,14683933.9,5999405.4,-12466666.7,190417.5,102538001.3
Czech Republic,CZ,2003,508063.8,3548533,7173125.1,18799506.5,16100000,5956191.8,-12466666.7,190660.5,103941112.7
Czech Republic,CZ,2004,439504.3,3593920.5,7726828.1,18431818.7,15400000,5942583.7,-12466666.7,190564.8,98920510.7
Czech Republic,CZ,2005,429137.3,3637584.1,7877240.4,15599112.6,16890176.3,5806407.4,-12466666.7,190638.6,95829488.4
Czech Republic,CZ,2006,420490.6,3740221.6,7955682,16263715.5,17285264.5,5763002.5,-6966666.7,190253.3,94988692.8
Czech Republic,CZ,2007,427073,3841043.3,8098607.8,12655768.1,18328396.8,5939063.4,-6966666.7,191945.6,99656511.9
Czech Republic,CZ,2008,413975,3905743.6,8026376.1,12959459.2,18847507,5772205,-6966666.7,190445.6,93249658.3
Czech Republic,CZ,2009,393955.5,4030145.8,8382264.7,13149921.7,18228489.7,5634631.6,-6966666.7,191689,86559542.8
Czech Republic,CZ,2010,381778.9,4193225.1,9626340.6,14780131.1,17199462.1,5580531.5,-6966666.7,190481.4,92130296.1
Germany,DE,1990,3817709.4,38542883.3,79744049.9,220752812.8,162367360.6,79807377.6,-63066666.7,12509464.9,632074973.7
Germany,DE,1991,3578738.8,38505334.1,76367106.8,219895335.1,165378377.3,75286485.4,-63066666.7,12509464.9,600624671.7
Germany,DE,1992,3409299.4,38226947.4,76679653.7,201814318.5,168250126.6,68636095.9,-63066666.7,12509464.9,561819651.7
Germany,DE,1993,3272760.8,37368265.3,75764809.9,206687738.3,173208213.1,66518057.1,-63066666.7,12509464.9,544478110.9
Germany,DE,1994,3128713.1,36017159.9,79694504.7,195348968.9,170635813.1,67045587.5,-63066666.7,12509464.9,543594725
Germany,DE,1995,3008246.1,34225618.8,78464803,197492713.1,172554421.3,66943926.3,-63066666.7,12509464.9,538295809.3
Germany,DE,1996,2956292.8,32360301.5,79691776.7,222616239.2,173684410.4,66547241.8,-63066666.7,12509408.7,534556730.2
Germany,DE,1997,2822673,30575800.2,82157525.9,208173276.1,174289421,66734470.2,-63066666.7,12508973.4,517394836.4
Germany,DE,1998,2737018.6,28677742.6,67542064.3,199149069.5,177428345.5,66075906.9,-63066666.7,12509340,514316398.4
Germany,DE,1999,2632494.6,26804739,62365956.3,181287161,182845927.6,66234176.2,-63066666.7,12509331,494312466.3
Germany,DE,2000,2508593.5,24965194.1,64190301.8,181163039.1,178761860.1,64199338.2,-63066666.7,12508922.4,494788526.6
Germany,DE,2001,2459880.2,23556356.5,62381338.2,197225764.7,174340428.4,63762269.4,-30800000,21796376.9,500810737.4
Germany,DE,2002,2378829.5,21983311.4,62684816.2,184112804,172975281.2,62661600.2,-30800000,21865989,498903105.9
Germany,DE,2003,2351674.3,20515058.2,66507110.9,193295462.6,165852076.1,61537301.6,-30800000,21935858.2,506386004.1
Germany,DE,2004,2349791.4,18882377.5,69738841.8,189290528.6,164732308,60770633.9,-30800000,22008608.4,508862408.5
